member_id,first_name,last_name,email,phone,birth_date,registration_date,city,postal_code,subscription_type
MEM05323,Manon,Bernard,manon.bernard5323@email.fr,0651079014,19/04/1986,28/06/2023,Montpellier,34000,VIP
MEM05324,Manon,Petit,manon.petit5324@email.fr,0689968853,1954-03-12,20/04/2023,Nantes,44000,Basic
MEM05325,Sophie,Simon,sophie.simon5325@email.fr,0631361738,26/08/1978,2024-06-02,Nantes,44000,Student
MEM05326,Claire,Garcia,claire.garcia5326@email.fr,0669770024,1998-09-28,19/07/2024,Reims,51100,Senior
MEM05327,Claire,Lefebvre,claire.lefebvre5327@email.fr,0615419287,25/05/1957,31/03/2024,Toulouse,31000,VIP
MEM05328,Sarah,Vincent,sarah.vincent5328@email.fr,0612507322,1951-10-14,2023-09-18,Toulouse,31000,VIP
MEM05329,Sarah,Bertrand,sarah.bertrand5329@email.fr,0610938593,15/03/2003,27/04/2024,Reims,51100,Basic
MEM05330,Sarah,Michel,sarah.michel5330@email.fr,0619047209,1961-10-10,02/07/2023,Nice,06000,Senior
MEM05331,Julie,Laurent,julie.laurent5331@email.fr,0654087406,20/06/1976,2024-11-07,Reims,51100,VIP
MEM05332,Léa,Richard,léa.richard5332@email.fr,0616066047,1981-08-20,31/07/2024,Nantes,44000,Student
MEM05333,David,Simon,david.simon5333@email.fr,0669715793,17/10/2003,13/09/2024,Montpellier,34000,Basic
MEM05334,Sophie,Petit,sophie.petit5334@email.fr,0670292341,1999-03-10,2023-08-17,Lille,59000,Basic
MEM05335,Maxime,Moreau,maxime.moreau5335@email.fr,0654474154,07/12/1986,27/05/2023,Montpellier,34000,Student
MEM05336,Marc,Simon,marc.simon5336@email.fr,0623969371,1984-11-26,01/01/2023,Lyon,69001,Senior
MEM05337,Alexandre,Laurent,alexandre.laurent5337@email.fr,0681216853,12/09/1991,2023-02-09,Lille,59000,Basic
MEM05338,Emma,Richard,emma.richard5338@email.fr,0634365090,1968-05-26,26/07/2023,Lyon,69001,Student
MEM05339,Maxime,Bertrand,maxime.bertrand5339@email.fr,0689874673,15/06/1955,08/01/2023,Strasbourg,67000,Senior
MEM05340,Thomas,Leroy,thomas.leroy5340@email.fr,0671539686,1956-04-24,2023-05-14,Strasbourg,67000,Senior
MEM05341,Antoine,Vincent,antoine.vincent5341@email.fr,0679285211,23/05/2005,21/08/2023,Lille,59000,Basic
MEM05342,Chloé,David,chloé.david5342@email.fr,0647683408,1959-06-30,30/04/2023,Strasbourg,67000,Premium
MEM05343,Manon,Vincent,manon.vincent5343@email.fr,0691107497,27/12/1992,2024-08-14,Rennes,35000,Senior
MEM05344,Luc,Garcia,luc.garcia5344@email.fr,0624110651,1979-06-17,08/02/2024,Rennes,35000,Basic
MEM05345,Julie,Petit,julie.petit5345@email.fr,0679910069,31/07/1993,07/07/2024,Rennes,35000,Senior
MEM05346,Chloé,Laurent,chloé.laurent5346@email.fr,0629533216,1982-10-16,2024-10-20,Bordeaux,33000,Senior
MEM05347,Léa,Bertrand,léa.bertrand5347@email.fr,0663225922,31/05/1959,13/07/2024,Bordeaux,33000,VIP
MEM05348,Julie,Vincent,julie.vincent5348@email.fr,0672734927,1971-10-11,22/02/2023,Strasbourg,67000,Senior
MEM05349,Jean,Martin,jean.martin5349@email.fr,0673117761,16/07/1994,2024-08-24,Toulouse,31000,VIP
MEM05350,Léa,Vincent,léa.vincent5350@email.fr,0692103599,1976-08-30,11/10/2023,Reims,51100,VIP
MEM05351,David,Leroy,david.leroy5351@email.fr,0651568151,24/11/1959,14/02/2023,Nice,06000,Student
MEM05352,Laurent,Vincent,laurent.vincent5352@email.fr,0632864847,1988-03-22,2023-05-19,Reims,51100,Student
MEM05353,Antoine,Simon,antoine.simon5353@email.fr,0648226449,02/11/1970,01/11/2023,Rennes,35000,Student
MEM05354,Emma,Vincent,emma.vincent5354@email.fr,0624646532,1985-01-29,01/02/2023,Reims,51100,VIP
MEM05355,Julie,Simon,julie.simon5355@email.fr,0687811261,28/03/1996,2023-08-03,Rennes,35000,Senior
MEM05356,Julien,Simon,julien.simon5356@email.fr,0694110848,2000-12-06,25/02/2023,Rennes,35000,Student
MEM05357,Léa,Vincent,léa.vincent5357@email.fr,0667605349,03/06/1995,18/11/2023,Nantes,44000,Student
MEM05358,Julien,Durand,julien.durand5358@email.fr,0676690005,1987-05-19,2024-11-12,Nantes,44000,Senior
MEM05359,Pierre,Lefebvre,pierre.lefebvre5359@email.fr,0674015325,05/10/1977,12/08/2023,Bordeaux,33000,VIP
MEM05360,Chloé,Bernard,chloé.bernard5360@email.fr,0675606391,1968-11-20,28/02/2023,Reims,51100,Student
MEM05361,Antoine,Thomas,antoine.thomas5361@email.fr,0672541552,20/10/1984,2023-04-07,Montpellier,34000,Premium
MEM05362,Nicolas,Martin,nicolas.martin5362@email.fr,0696156859,1950-03-27,18/05/2024,Rennes,35000,Senior
MEM05363,Sarah,Petit,sarah.petit5363@email.fr,0662063620,23/01/1964,02/06/2023,Lille,59000,Premium
MEM05364,Thomas,Bertrand,thomas.bertrand5364@email.fr,0653157286,1951-03-24,2023-08-30,Nice,06000,Premium
MEM05365,Camille,Vincent,camille.vincent5365@email.fr,0688902387,05/07/1980,14/05/2023,Lille,59000,Senior
MEM05366,Nicolas,Bernard,nicolas.bernard5366@email.fr,0635137242,1957-10-21,22/05/2023,Toulouse,31000,Student
MEM05367,Nicolas,Petit,nicolas.petit5367@email.fr,0631289886,06/05/1971,2023-11-18,Montpellier,34000,VIP
MEM05368,Sophie,Moreau,sophie.moreau5368@email.fr,0693626897,1963-12-26,26/09/2023,Montpellier,34000,Senior
MEM05369,Maxime,Bernard,maxime.bernard5369@email.fr,0635283206,24/06/1961,09/09/2023,Marseille,13001,VIP
MEM05370,Laura,David,laura.david5370@email.fr,0620044395,1988-01-11,2024-09-19,Nice,06000,VIP
MEM05371,Marie,Vincent,marie.vincent5371@email.fr,0642618350,09/01/1982,18/11/2023,Reims,51100,VIP
MEM05372,Emma,Garcia,emma.garcia5372@email.fr,0615623943,1953-04-19,11/02/2023,Marseille,13001,Student
MEM05373,Sophie,David,sophie.david5373@email.fr,0643752598,16/06/1967,2024-03-04,Lyon,69001,VIP
MEM05374,Marc,Laurent,marc.laurent5374@email.fr,0685645219,1992-03-05,06/02/2024,Nice,06000,Basic
MEM05375,Claire,Thomas,claire.thomas5375@email.fr,0683955621,13/05/1972,09/11/2024,Lille,59000,Senior
MEM05376,Pierre,Robert,pierre.robert5376@email.fr,0674103606,1951-04-13,2024-03-04,Rennes,35000,VIP
MEM05377,Jean,Garcia,jean.garcia5377@email.fr,0664387862,20/10/1963,22/06/2023,Lyon,69001,Premium
MEM05378,Sarah,Durand,sarah.durand5378@email.fr,0698075719,1952-05-15,09/01/2024,Reims,51100,Student
MEM05379,Anne,Moreau,anne.moreau5379@email.fr,0666270290,23/08/1981,2023-09-12,Bordeaux,33000,Basic
MEM05380,Marc,Laurent,marc.laurent5380@email.fr,0659622552,1980-07-06,17/08/2024,Nantes,44000,VIP
MEM05381,Marie,Robert,marie.robert5381@email.fr,0664746059,11/11/1979,14/03/2024,Toulouse,31000,Basic
MEM05382,Laura,David,laura.david5382@email.fr,0675402764,2004-05-05,2024-11-19,Bordeaux,33000,VIP
MEM05383,Thomas,Durand,thomas.durand5383@email.fr,0696726933,17/10/1993,24/02/2024,Marseille,13001,Premium
MEM05384,Alexandre,Fournier,alexandre.fournier5384@email.fr,0618283438,1986-11-17,06/02/2023,Nice,06000,Basic
MEM05385,Julien,Richard,julien.richard5385@email.fr,0642775495,27/09/2000,2024-01-22,Strasbourg,67000,Premium
MEM05386,Camille,Vincent,camille.vincent5386@email.fr,0612331631,1966-06-27,03/06/2023,Marseille,13001,Basic
MEM05387,Alexandre,Garcia,alexandre.garcia5387@email.fr,0660267859,05/02/1952,15/02/2024,Nantes,44000,Basic
MEM05388,David,Fournier,david.fournier5388@email.fr,0614982996,1991-06-21,2023-01-25,Strasbourg,67000,Basic
MEM05389,Nicolas,Thomas,nicolas.thomas5389@email.fr,0633171812,04/01/1955,01/08/2023,Paris,75001,Senior
MEM05390,Thomas,Leroy,thomas.leroy5390@email.fr,0651518739,1952-12-22,13/04/2024,Lille,59000,Student
MEM05391,Léa,David,léa.david5391@email.fr,0631956648,22/04/1984,2023-07-06,Lyon,69001,Basic
MEM05392,Sarah,Petit,sarah.petit5392@email.fr,0641899620,1970-09-29,25/08/2024,Rennes,35000,Basic
MEM05393,Manon,Fournier,manon.fournier5393@email.fr,0631146177,27/11/1983,26/10/2024,Lille,59000,Senior
MEM05394,Luc,Thomas,luc.thomas5394@email.fr,0610328089,1970-02-15,2023-01-26,Nantes,44000,Student
MEM05395,Pierre,Richard,pierre.richard5395@email.fr,0633264807,12/10/1953,26/02/2023,Strasbourg,67000,Senior
MEM05396,Luc,Robert,luc.robert5396@email.fr,0678572891,1991-07-26,31/03/2024,Toulouse,31000,VIP
MEM05397,Claire,Garcia,claire.garcia5397@email.fr,0617266689,01/09/1975,2024-09-27,Nantes,44000,Senior
MEM05398,Nicolas,David,nicolas.david5398@email.fr,0682675371,1989-11-30,20/06/2023,Bordeaux,33000,Senior
MEM05399,Luc,Bernard,luc.bernard5399@email.fr,0663717874,10/07/1963,12/06/2023,Toulouse,31000,Senior
MEM05400,Maxime,Martin,maxime.martin5400@email.fr,0620623370,1987-10-22,2024-08-13,Marseille,13001,Senior
MEM05401,Marie,Moreau,marie.moreau5401@email.fr,0644720281,07/08/1987,10/01/2024,Strasbourg,67000,Senior
MEM05402,Alexandre,Simon,alexandre.simon5402@email.fr,0628435369,1974-04-16,17/05/2024,Reims,51100,Student
MEM05403,Jean,Vincent,jean.vincent5403@email.fr,0665962882,30/09/1951,2024-10-24,Reims,51100,Student
MEM05404,Marc,Garcia,marc.garcia5404@email.fr,0630888505,1973-01-23,17/12/2023,Reims,51100,Premium
MEM05405,Emma,Garcia,emma.garcia5405@email.fr,0639194894,10/05/1999,21/04/2024,Montpellier,34000,VIP
MEM05406,Laura,David,laura.david5406@email.fr,0683478162,1973-05-28,2023-01-15,Bordeaux,33000,Student
MEM05407,Jean,Fournier,jean.fournier5407@email.fr,0646585687,15/07/1978,05/05/2024,Strasbourg,67000,Student
MEM05408,David,Bernard,david.bernard5408@email.fr,0668247317,1962-10-07,21/09/2024,Lyon,69001,Senior
MEM05409,Julien,Fournier,julien.fournier5409@email.fr,0670902672,18/12/1998,2023-11-10,Marseille,13001,Premium
MEM05410,Laurent,Bertrand,laurent.bertrand5410@email.fr,0618227106,1962-03-26,08/06/2024,Lille,59000,Premium
MEM05411,Laurent,Dubois,laurent.dubois5411@email.fr,0696422953,26/01/1973,03/05/2023,Strasbourg,67000,Student
MEM05412,Jean,Martin,jean.martin5412@email.fr,0655848792,1994-03-15,2023-03-18,Toulouse,31000,Senior
MEM05413,Camille,Bernard,camille.bernard5413@email.fr,0654921179,09/09/1985,09/07/2024,Strasbourg,67000,Senior
MEM05414,Jean,Petit,jean.petit5414@email.fr,0619968446,1986-01-05,23/01/2024,Reims,51100,VIP
MEM05415,Laura,Vincent,laura.vincent5415@email.fr,0659349471,02/10/1955,2023-05-28,Rennes,35000,Student
MEM05416,Alexandre,Bertrand,alexandre.bertrand5416@email.fr,0635623259,1965-08-18,26/09/2023,Lyon,69001,Premium
MEM05417,Sarah,Laurent,sarah.laurent5417@email.fr,0641973667,25/03/1974,27/03/2023,Nantes,44000,Student
MEM05418,Jean,Dubois,jean.dubois5418@email.fr,0687416904,1957-09-05,2024-09-23,Lille,59000,Senior
MEM05419,Chloé,Leroy,chloé.leroy5419@email.fr,0684647131,09/11/1996,26/03/2024,Paris,75001,Basic
MEM05420,Maxime,Thomas,maxime.thomas5420@email.fr,0673254279,1996-02-26,14/02/2024,Paris,75001,Student
MEM05421,Sophie,Laurent,sophie.laurent5421@email.fr,0632890838,08/01/1993,2024-04-23,Paris,75001,Basic
MEM05422,Manon,Bernard,manon.bernard5422@email.fr,0673256226,1955-03-23,19/10/2023,Nice,06000,Premium
MEM05423,Julie,Michel,julie.michel5423@email.fr,0683547534,19/06/1983,29/03/2024,Lille,59000,Senior
MEM05424,Laurent,Garcia,laurent.garcia5424@email.fr,0630356298,1976-05-07,2024-02-27,Rennes,35000,Basic
MEM05425,Chloé,Bernard,chloé.bernard5425@email.fr,0653959403,21/03/1958,05/02/2023,Lyon,69001,Senior
MEM05426,Jean,Bernard,jean.bernard5426@email.fr,0672945676,1959-07-10,23/05/2024,Paris,75001,Senior
MEM05427,Manon,Laurent,manon.laurent5427@email.fr,0613768437,05/11/1965,2023-01-13,Reims,51100,VIP
MEM05428,Marie,Robert,marie.robert5428@email.fr,0656709860,1975-12-07,01/08/2024,Rennes,35000,Student
MEM05429,Claire,Durand,claire.durand5429@email.fr,0692916171,09/12/1952,25/03/2023,Marseille,13001,Basic
MEM05430,Chloé,Richard,chloé.richard5430@email.fr,0693228956,1982-09-13,2024-10-01,Montpellier,34000,Senior
MEM05431,Laura,Leroy,laura.leroy5431@email.fr,0697029758,11/12/1979,17/10/2024,Montpellier,34000,Premium
MEM05432,Léa,Michel,léa.michel5432@email.fr,0653122962,1990-06-28,13/11/2023,Lille,59000,VIP
MEM05433,Claire,Laurent,claire.laurent5433@email.fr,0630313574,22/03/2005,2023-09-22,Strasbourg,67000,Premium
MEM05434,Marie,Moreau,marie.moreau5434@email.fr,0621191155,1975-07-02,26/04/2023,Strasbourg,67000,VIP
MEM05435,Manon,Petit,manon.petit5435@email.fr,0669164310,13/07/1953,27/11/2024,Nice,06000,VIP
MEM05436,Pierre,Petit,pierre.petit5436@email.fr,0641991528,2004-12-16,2023-08-24,Montpellier,34000,Student
MEM05437,Camille,Lefebvre,camille.lefebvre5437@email.fr,0686964296,16/07/2004,03/04/2024,Rennes,35000,Student
MEM05438,Sarah,Thomas,sarah.thomas5438@email.fr,0660563048,1997-07-26,24/11/2023,Paris,75001,VIP
MEM05439,Laura,Dubois,laura.dubois5439@email.fr,0671445558,18/09/2003,2024-11-04,Nice,06000,Basic
MEM05440,Emma,Bertrand,emma.bertrand5440@email.fr,0650033747,1985-01-28,12/06/2024,Lille,59000,Senior
MEM05441,Pierre,Leroy,pierre.leroy5441@email.fr,0646624012,06/12/2004,05/02/2023,Lille,59000,Senior
MEM05442,Marie,Petit,marie.petit5442@email.fr,0655286295,1985-12-15,2023-06-25,Bordeaux,33000,VIP
MEM05443,Manon,Bernard,manon.bernard5443@email.fr,0657712356,02/12/1972,29/09/2023,Montpellier,34000,VIP
MEM05444,Jean,Vincent,jean.vincent5444@email.fr,0692839540,2000-01-18,23/03/2024,Lille,59000,Premium
MEM05445,Claire,Leroy,claire.leroy5445@email.fr,0660182044,21/06/1978,2023-05-29,Toulouse,31000,Student
MEM05446,Manon,Vincent,manon.vincent5446@email.fr,0624667356,1960-06-16,03/04/2023,Lyon,69001,Basic
MEM05447,Maxime,Bertrand,maxime.bertrand5447@email.fr,0659921586,09/05/1956,01/07/2024,Reims,51100,VIP
MEM05448,Camille,Michel,camille.michel5448@email.fr,0678676338,1999-09-11,2024-11-15,Lille,59000,VIP
MEM05449,Léa,Durand,léa.durand5449@email.fr,0632272739,12/10/1971,01/01/2024,Lyon,69001,Senior
MEM05450,Camille,Thomas,camille.thomas5450@email.fr,0677119614,1968-10-22,23/02/2023,Rennes,35000,Student
MEM05451,Manon,Petit,manon.petit5451@email.fr,0697353513,19/09/1997,2023-01-09,Nice,06000,Basic
MEM05452,Luc,Robert,luc.robert5452@email.fr,0698132864,1973-09-30,08/06/2023,Strasbourg,67000,VIP
MEM05453,Léa,David,léa.david5453@email.fr,0698945791,11/10/1950,09/12/2023,Marseille,13001,VIP
MEM05454,Anne,Roux,anne.roux5454@email.fr,0632007060,1996-05-21,2024-05-10,Lille,59000,Senior
MEM05455,Sophie,Fournier,sophie.fournier5455@email.fr,0628912125,17/04/1975,26/04/2024,Lyon,69001,VIP
MEM05456,Léa,Roux,léa.roux5456@email.fr,0647586447,1977-05-14,31/01/2024,Montpellier,34000,Basic
MEM05457,Anne,Richard,anne.richard5457@email.fr,0688366323,18/11/1990,2023-04-17,Toulouse,31000,Student
MEM05458,Manon,Roux,manon.roux5458@email.fr,0643832258,1992-07-25,04/07/2023,Rennes,35000,Basic
MEM05459,Marc,Michel,marc.michel5459@email.fr,0620539131,07/06/1966,26/05/2024,Montpellier,34000,VIP
MEM05460,Sarah,Bernard,sarah.bernard5460@email.fr,0646429889,1962-12-04,2024-09-28,Nantes,44000,Premium
MEM05461,Camille,Garcia,camille.garcia5461@email.fr,0667426061,02/03/1995,14/06/2024,Lille,59000,Senior
MEM05462,David,Vincent,david.vincent5462@email.fr,0682713551,1991-05-12,26/04/2024,Bordeaux,33000,VIP
MEM05463,Anne,Leroy,anne.leroy5463@email.fr,0654209899,22/02/1973,2024-04-07,Bordeaux,33000,VIP
MEM05464,Pierre,Durand,pierre.durand5464@email.fr,0647263528,1960-05-14,17/09/2024,Paris,75001,Premium
MEM05465,Manon,Vincent,manon.vincent5465@email.fr,0638592239,17/04/1950,03/12/2023,Strasbourg,67000,Senior
MEM05466,Camille,Richard,camille.richard5466@email.fr,0670891688,1955-09-29,2024-08-18,Nantes,44000,Premium
MEM05467,Marc,Lefebvre,marc.lefebvre5467@email.fr,0643446484,30/01/2004,28/01/2023,Bordeaux,33000,Basic
MEM05468,Luc,Leroy,luc.leroy5468@email.fr,0680865061,1976-06-06,05/05/2024,Nice,06000,Senior
MEM05469,Julie,Michel,julie.michel5469@email.fr,0699802365,11/07/1986,2023-05-02,Nantes,44000,Basic
MEM05470,Emma,Michel,emma.michel5470@email.fr,0684408215,1962-03-18,16/05/2023,Strasbourg,67000,Premium
MEM05471,Marie,Garcia,marie.garcia5471@email.fr,0613788009,01/08/1987,10/12/2023,Rennes,35000,Senior
MEM05472,Marc,Bertrand,marc.bertrand5472@email.fr,0614060890,1970-10-27,2023-04-15,Nantes,44000,Student
MEM05473,Marie,Robert,marie.robert5473@email.fr,0627520289,14/11/1976,05/09/2023,Montpellier,34000,Premium
MEM05474,Marie,Petit,marie.petit5474@email.fr,0669054810,1965-10-24,28/10/2024,Rennes,35000,Student
MEM05475,Pierre,Roux,pierre.roux5475@email.fr,0665546861,12/07/1964,2023-10-19,Rennes,35000,VIP
MEM05476,David,Laurent,david.laurent5476@email.fr,0666152645,1955-08-15,18/04/2023,Toulouse,31000,Premium
MEM05477,Antoine,Dubois,antoine.dubois5477@email.fr,0638146386,15/04/1951,18/05/2024,Bordeaux,33000,Senior
MEM05478,Claire,Roux,claire.roux5478@email.fr,0675534494,1954-04-06,2024-02-09,Bordeaux,33000,Student
MEM05479,Pierre,Simon,pierre.simon5479@email.fr,0650105286,08/11/2005,06/06/2024,Nantes,44000,VIP
MEM05480,Julien,Lefebvre,julien.lefebvre5480@email.fr,0660561023,1981-09-23,19/03/2024,Toulouse,31000,VIP
MEM05481,Maxime,Moreau,maxime.moreau5481@email.fr,0620724650,30/07/1952,2023-06-19,Bordeaux,33000,Senior
MEM05482,Chloé,Bertrand,chloé.bertrand5482@email.fr,0633625083,1962-07-08,19/03/2023,Nantes,44000,Premium
MEM05483,Chloé,Bertrand,chloé.bertrand5483@email.fr,0682517098,29/10/1988,21/08/2024,Strasbourg,67000,Basic
MEM05484,Nicolas,Fournier,nicolas.fournier5484@email.fr,0646575524,2002-11-15,2024-09-12,Strasbourg,67000,Senior
MEM05485,Anne,Richard,anne.richard5485@email.fr,0682055709,10/01/1964,29/06/2024,Bordeaux,33000,VIP
MEM05486,David,Bernard,david.bernard5486@email.fr,0654068856,1953-12-27,06/09/2023,Marseille,13001,Basic
MEM05487,Chloé,Durand,chloé.durand5487@email.fr,0632489763,25/06/1998,2024-07-22,Lille,59000,Student
MEM05488,Pierre,Richard,pierre.richard5488@email.fr,0638133133,1964-04-18,18/01/2023,Reims,51100,Premium
MEM05489,Camille,Lefebvre,camille.lefebvre5489@email.fr,0680189736,14/04/1976,10/05/2023,Strasbourg,67000,Student
MEM05490,Manon,David,manon.david5490@email.fr,0683167460,1962-03-21,2024-03-13,Strasbourg,67000,Senior
MEM05491,Maxime,Simon,maxime.simon5491@email.fr,0634984979,03/12/1962,25/06/2024,Montpellier,34000,Student
MEM05492,Manon,Lefebvre,manon.lefebvre5492@email.fr,0613900400,1971-10-27,03/06/2023,Reims,51100,Basic
MEM05493,Julien,David,julien.david5493@email.fr,0670241722,27/04/1970,2023-10-03,Bordeaux,33000,Student
MEM05494,Pierre,Martin,pierre.martin5494@email.fr,0664586336,1998-03-04,22/08/2023,Marseille,13001,Premium
MEM05495,Marc,Laurent,marc.laurent5495@email.fr,0695444170,15/01/1983,06/05/2024,Reims,51100,Premium
MEM05496,Nicolas,Michel,nicolas.michel5496@email.fr,0633284663,1961-07-31,2024-04-08,Toulouse,31000,Student
MEM05497,Antoine,Bernard,antoine.bernard5497@email.fr,0617507424,29/08/1979,07/08/2023,Nice,06000,VIP
MEM05498,Julien,Laurent,julien.laurent5498@email.fr,0688384663,1969-08-03,04/03/2023,Montpellier,34000,Premium
MEM05499,David,Durand,david.durand5499@email.fr,0695366281,10/05/1961,2023-06-24,Rennes,35000,Senior
MEM05500,Emma,Garcia,emma.garcia5500@email.fr,0613039386,1964-08-23,18/09/2023,Nice,06000,Basic
MEM05501,Manon,Robert,manon.robert5501@email.fr,0654435111,20/04/1980,25/10/2023,Nantes,44000,Student
MEM05502,Julien,Fournier,julien.fournier5502@email.fr,0639921388,1990-05-12,2024-04-14,Lille,59000,Basic
MEM05503,Anne,Thomas,anne.thomas5503@email.fr,0623958503,06/10/1992,25/07/2024,Strasbourg,67000,Senior
MEM05504,Pierre,Laurent,pierre.laurent5504@email.fr,0688353801,1975-08-12,14/02/2024,Strasbourg,67000,Student
MEM05505,Julie,Bertrand,julie.bertrand5505@email.fr,0662475664,07/02/1984,2024-09-15,Nantes,44000,Basic
MEM05506,Anne,Leroy,anne.leroy5506@email.fr,0679108609,1973-09-25,18/11/2024,Rennes,35000,Student
MEM05507,Laura,Durand,laura.durand5507@email.fr,0637813818,31/12/1965,30/09/2024,Marseille,13001,Basic
MEM05508,Maxime,Richard,maxime.richard5508@email.fr,0648040455,2004-01-13,2023-12-05,Bordeaux,33000,VIP
MEM05509,Sarah,Garcia,sarah.garcia5509@email.fr,0668747539,13/12/1950,06/11/2024,Paris,75001,Student
MEM05510,Claire,Durand,claire.durand5510@email.fr,0692538551,1978-01-23,19/08/2024,Nice,06000,Senior
MEM05511,Chloé,Leroy,chloé.leroy5511@email.fr,0631429184,20/08/1974,2023-02-02,Strasbourg,67000,Student
MEM05512,Camille,Martin,camille.martin5512@email.fr,0695386640,2003-05-08,27/11/2023,Bordeaux,33000,Premium
MEM05513,Marie,Dubois,marie.dubois5513@email.fr,0627283689,27/03/1954,19/08/2023,Reims,51100,Premium
MEM05514,Alexandre,Bertrand,alexandre.bertrand5514@email.fr,0613883704,1960-07-11,2023-09-05,Reims,51100,Senior
MEM05515,Laura,Dubois,laura.dubois5515@email.fr,0660455290,31/10/1998,18/08/2023,Marseille,13001,Premium
MEM05516,Emma,Michel,emma.michel5516@email.fr,0683782677,1954-10-14,25/11/2023,Lille,59000,Senior
MEM05517,Pierre,Bernard,pierre.bernard5517@email.fr,0682590063,09/07/1951,2023-04-30,Rennes,35000,VIP
MEM05518,Thomas,Petit,thomas.petit5518@email.fr,0671342104,1967-09-28,30/11/2023,Nice,06000,Student
MEM05519,David,Martin,david.martin5519@email.fr,0627354407,11/05/1990,17/05/2024,Rennes,35000,Premium
MEM05520,Julien,Garcia,julien.garcia5520@email.fr,0619513051,1984-03-06,2024-01-10,Nantes,44000,Senior
MEM05521,Camille,Fournier,camille.fournier5521@email.fr,0659404322,27/02/2002,14/11/2024,Montpellier,34000,VIP
MEM05522,Emma,David,emma.david5522@email.fr,0655718128,1980-10-17,18/09/2024,Lille,59000,Senior
MEM05523,Emma,Laurent,emma.laurent5523@email.fr,0613411552,01/02/1979,2024-10-26,Nantes,44000,Premium
MEM05524,Maxime,Lefebvre,maxime.lefebvre5524@email.fr,0627985677,1957-06-12,29/03/2024,Lille,59000,Basic
MEM05525,Anne,Bertrand,anne.bertrand5525@email.fr,0658929055,31/08/1956,26/07/2024,Nice,06000,Premium
MEM05526,Léa,Laurent,léa.laurent5526@email.fr,0631535727,1978-01-28,2023-05-15,Reims,51100,VIP
MEM05527,Luc,Bernard,luc.bernard5527@email.fr,0670818211,06/07/1997,22/10/2024,Rennes,35000,Senior
MEM05528,Claire,Dubois,claire.dubois5528@email.fr,0662929779,1978-02-10,09/04/2023,Rennes,35000,Basic
MEM05529,Léa,Richard,léa.richard5529@email.fr,0622419350,30/07/1983,2024-05-18,Nice,06000,VIP
MEM05530,Maxime,Moreau,maxime.moreau5530@email.fr,0652905306,1955-05-22,29/07/2023,Marseille,13001,Basic
MEM05531,Chloé,Robert,chloé.robert5531@email.fr,0673563406,09/08/1984,29/09/2024,Rennes,35000,VIP
MEM05532,David,Petit,david.petit5532@email.fr,0613452165,1999-01-25,2023-05-25,Bordeaux,33000,VIP
MEM05533,Marie,Petit,marie.petit5533@email.fr,0658637294,16/09/1971,26/06/2023,Rennes,35000,Basic
MEM05534,Claire,Moreau,claire.moreau5534@email.fr,0648350150,1965-07-05,19/08/2024,Paris,75001,Premium
MEM05535,Camille,Durand,camille.durand5535@email.fr,0648864288,24/12/1951,2024-08-12,Rennes,35000,VIP
MEM05536,Pierre,Richard,pierre.richard5536@email.fr,0621884589,1953-06-24,06/01/2024,Bordeaux,33000,Premium
MEM05537,Emma,David,emma.david5537@email.fr,0686728802,21/04/2002,04/08/2024,Nantes,44000,Basic
MEM05538,Maxime,Martin,maxime.martin5538@email.fr,0647891425,2004-07-11,2023-09-16,Montpellier,34000,Basic
MEM05539,Luc,Durand,luc.durand5539@email.fr,0630651179,19/02/1977,21/02/2024,Nantes,44000,Basic
MEM05540,Pierre,Roux,pierre.roux5540@email.fr,0689771429,1960-03-19,28/07/2023,Lyon,69001,VIP
MEM05541,Manon,Durand,manon.durand5541@email.fr,0645163181,01/12/1982,2024-04-29,Bordeaux,33000,Basic
MEM05542,Thomas,Petit,thomas.petit5542@email.fr,0690641581,2005-12-05,18/03/2024,Rennes,35000,Premium
MEM05543,David,Michel,david.michel5543@email.fr,0683398940,27/10/1957,10/07/2023,Strasbourg,67000,Student
MEM05544,Julie,Moreau,julie.moreau5544@email.fr,0627236529,1960-06-14,2023-06-04,Lyon,69001,Basic
MEM05545,Claire,Fournier,claire.fournier5545@email.fr,0621584653,14/04/1968,29/05/2024,Reims,51100,Basic
MEM05546,Julie,Bernard,julie.bernard5546@email.fr,0622383858,2003-02-12,09/11/2023,Nice,06000,Senior
MEM05547,Marie,Richard,marie.richard5547@email.fr,0692955825,15/01/2004,2023-02-21,Bordeaux,33000,Senior
MEM05548,Sarah,Bertrand,sarah.bertrand5548@email.fr,0619426874,1984-01-29,24/11/2024,Lille,59000,Student
MEM05549,Anne,Laurent,anne.laurent5549@email.fr,0631177314,01/07/1960,09/08/2024,Toulouse,31000,Basic
MEM05550,Chloé,Vincent,chloé.vincent5550@email.fr,0689200432,1996-01-14,2023-06-07,Paris,75001,Basic
MEM05551,Chloé,Petit,chloé.petit5551@email.fr,0635795744,21/03/1985,29/07/2024,Nantes,44000,Premium
MEM05552,Sophie,Garcia,sophie.garcia5552@email.fr,0630348007,1988-09-02,03/10/2024,Toulouse,31000,Student
MEM05553,Laura,Bernard,laura.bernard5553@email.fr,0650318040,17/03/1956,2024-05-10,Reims,51100,Basic
MEM05554,Jean,Petit,jean.petit5554@email.fr,0683531963,1958-04-11,25/09/2024,Lille,59000,Basic
